time,x,y,vx,vy
303.603,271.481,-1.289,22.818,12.360
303.562,272.166,-1.477,22.844,12.390
303.514,272.852,-1.661,22.870,12.420
303.462,273.538,-1.839,22.895,12.450
303.404,274.226,-2.012,22.920,12.480
303.341,274.914,-2.180,22.945,12.510
303.273,275.602,-2.342,22.970,12.540
303.201,276.292,-2.499,22.994,12.570
303.124,276.982,-2.652,23.018,12.600
303.042,277.673,-2.799,23.042,12.630
302.956,278.364,-2.941,23.065,12.660
302.865,279.057,-3.077,23.088,12.690
302.771,279.750,-3.209,23.111,12.720
302.673,280.443,-3.335,23.133,12.750
302.571,281.138,-3.456,23.156,12.780
302.466,281.833,-3.572,23.177,12.810
302.357,282.528,-3.683,23.199,12.840
302.245,283.225,-3.788,23.220,12.870
302.130,283.922,-3.889,23.241,12.900
302.011,284.619,-3.984,23.261,12.930
301.890,285.317,-4.074,23.281,12.960
301.767,286.016,-4.159,23.301,12.990
301.641,286.715,-4.239,23.320,13.020
301.513,287.415,-4.314,23.339,13.050
301.382,288.116,-4.384,23.358,13.080
301.250,288.817,-4.448,23.376,13.110
301.115,289.518,-4.507,23.394,13.140
300.979,290.220,-4.561,23.411,13.170
300.842,290.923,-4.610,23.429,13.200
300.703,291.626,-4.654,23.445,13.230
300.563,292.330,-4.693,23.462,13.260
300.421,293.034,-4.727,23.477,13.290
300.279,293.738,-4.755,23.493,13.320
300.136,294.443,-4.778,23.508,13.350
299.992,295.149,-4.797,23.523,13.380
299.848,295.855,-4.810,23.537,13.410
299.704,296.561,-4.818,23.551,13.440
299.559,297.268,-4.821,23.564,13.470
299.415,297.975,-4.818,23.577,13.500
299.270,298.682,-4.811,23.590,13.530
299.126,299.390,-4.799,23.602,13.560
298.982,300.098,-4.781,23.614,13.590
298.839,300.807,-4.758,23.625,13.620
298.697,301.516,-4.731,23.636,13.650
298.555,302.225,-4.698,23.646,13.680
298.415,302.935,-4.660,23.656,13.710
298.276,303.645,-4.617,23.665,13.740
298.138,304.355,-4.569,23.674,13.770
298.002,305.065,-4.515,23.683,13.800
297.867,305.776,-4.457,23.691,13.830
297.734,306.486,-4.394,23.698,13.860
297.604,307.197,-4.325,23.705,13.890
297.475,307.909,-4.252,23.712,13.920
297.349,308.620,-4.173,23.718,13.950
297.225,309.332,-4.089,23.723,13.980
297.103,310.044,-4.001,23.729,14.010
296.985,310.756,-3.907,23.733,14.040
296.869,311.468,-3.808,23.737,14.070
296.756,312.180,-3.704,23.741,14.100
296.647,312.892,-3.595,23.744,14.130
